year,day,goal,target_opportunity,from_x,from_y,to_x,to_y,distance_cells,scout_radius_cells,water_need_met,biomass_need_met,water_demand_mm_cells,water_consumed_mm_cells,biomass_demand_gm2_cells,biomass_energy_consumed_gm2_cells,condition,water_mm_cells,fresh_biomass_gm2_cells,dry_biomass_gm2_cells,residue_gm2_cells,captured_sediment_kgm2_cells,chitin_kg,opportunities,actions
1,1,TrackRainFront,RainFront,160,160,158,157,3.6055512428283691,12,1,1,0.0042886543087661266,0.0042886543087661266,0.098230041563510895,0.098230041563510895,1,0.060711342841386795,0.10000000149011612,0.5217699408531189,0.031433612108230591,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil,Read:ReadFlows:12|Migrate:Move:3.60555124|Migrate:CompactTrail:0.0042210049|Transform:ConsumeBiomass:0.0982300416|Absorb:CaptureDust:0.0450000018
1,2,ReturnMinerals,DepositionZone,158,157,162,157,4,12,1,1,0.00419999985024333,0.00419999985024333,0.10366895794868469,0.10366895794868469,1,0.056511342525482178,0.10000000149011612,0.4181009829044342,0.064607679843902588,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.00289001176|Transform:ConsumeBiomass:0.103668958|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,3,GatherBiomass,DryStandingBiomass,162,157,162,157,0,12,1,1,0.0034000000450760126,0.0034000000450760126,0.083141550421714783,0.083141550421714783,1,0.05311134085059166,0.10000000149011612,0.4549594521522522,0.09121297299861908,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0831415504|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,4,ReturnMinerals,DepositionZone,162,157,166,157,4,12,1,1,0.00419999985024333,0.00419999985024333,0.10546552389860153,0.10546552389860153,1,0.048911340534687042,0.10000000149011612,0.34949392080307007,0.12496194243431091,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.00130535243|Transform:ConsumeBiomass:0.105465524|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,5,GatherBiomass,DryStandingBiomass,166,157,166,157,0,12,1,1,0.0034000000450760126,0.0034000000450760126,0.083051405847072601,0.083051405847072601,1,0.045511338859796524,0.10000000149011612,0.38644251227378845,0.15153838694095612,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0830514058|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,6,ReturnMinerals,DepositionZone,166,157,170,157,4,12,1,1,0.00419999985024333,0.00419999985024333,0.10550443083047867,0.10550443083047867,1,0.041311338543891907,0.10000000149011612,0.40093809366226196,0,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.00120365003|Transform:ConsumeBiomass:0.105504431|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnOrganicMatter:0.185299799|Return:ReturnSediment:9.00000086E-05
1,7,GatherBiomass,DryStandingBiomass,170,157,170,157,0,12,1,1,0.0034000000450760126,0.0034000000450760126,0.082959756255149841,0.082959756255149841,1,0.05391133576631546,0.10000000149011612,0.34908944368362427,0.037213787436485291,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0829597563|Transform:ConsumeBiomass:0.088888891|Absorb:CollectSnow:0.0160000008|Transform:MeltSnow:0.0160000008|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,8,ReturnMinerals,DepositionZone,170,157,174,156,4.123105525970459,12,1,1,0.0042246212251484394,0.0042246212251484394,0.10609287768602371,0.10609287768602371,1,0.049686715006828308,0.10000000149011612,0.36299657821655273,0.07116350531578064,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4.12310553|Migrate:CompactTrail:0.00150015892|Transform:ConsumeBiomass:0.106092878|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,9,GatherBiomass,DryStandingBiomass,174,156,174,156,0,12,1,1,0.0034654010087251663,0.0034654010087251663,0.08283388614654541,0.08283388614654541,1,0.046221315860748291,0.10000000149011612,0.40016269683837891,0.09767034649848938,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0828338861|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,10,ReturnMinerals,DepositionZone,174,156,178,156,4,12,1,1,0.0043423785828053951,0.0043423785828053951,0.10526414215564728,0.10526414215564728,1,0.041878938674926758,0.10000000149011612,0.4148985743522644,0.13135486841201782,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.0012000046|Transform:ConsumeBiomass:0.105264142|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,11,GatherBiomass,DryStandingBiomass,178,156,178,156,0,12,1,1,0.0035772731062024832,0.0035772731062024832,0.082679882645606995,0.082679882645606995,1,0.054301664233207703,0.10000000149011612,0.36332982778549194,0,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0826798826|Transform:ConsumeBiomass:0.088888891|Absorb:CollectSnow:0.0160000008|Transform:MeltSnow:0.0160000008|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnOrganicMatter:0.1684791
1,12,ReturnMinerals,DepositionZone,178,156,182,157,4.123105525970459,12,1,1,0.0044683427549898624,0.0044683427549898624,0.1057857945561409,0.1057857945561409,1,0.049833320081233978,0.10000000149011612,0.37754404544830322,0.033851452171802521,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4.12310553|Migrate:CompactTrail:0.00150000083|Transform:ConsumeBiomass:0.105785795|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
